reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,fixation.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
78,80,162,8,1,57,6,87.97528499999316,,87.96275189999142,87.97528499999316,88.97539639999741,88.97539639999741,89.3630797000078,l,0.38384949997998774,None,88.97539639999741,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
11,30,7,8,2,58,0,89.37491040001623,,89.36424830000033,89.37491040001623,90.37517280000611,90.37517280000611,90.69478200000594,t,0.30470199999399483,None,90.37517280000611,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
40,55,62,8,3,59,3,90.70781849999912,,90.69587150000734,90.70781849999912,91.70808360000956,91.70808360000956,91.81103800001438,t,0.09524090000195429,None,91.70808360000956,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
15,35,13,8,4,60,1,91.8244013999938,,91.81205840001348,91.8244013999938,92.82474420001381,92.82474420001381,92.84327030001441,t,0.010524599987547845,None,92.82474420001381,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
49,60,89,8,5,61,4,92.85752119999961,,92.84417980001308,92.85752119999961,93.8575897999981,93.8575897999981,94.14284039998893,t,0.274456499988446,None,93.8575897999981,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
67,75,119,8,6,62,5,94.15736430001562,,94.1439209000091,94.15736430001562,95.15746089999448,95.15746089999448,95.1939476999978,l,0.024258799996459857,None,95.15746089999448,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
11,30,7,9,0,63,0,95.20701050001662,,95.19515089999186,95.20701050001662,96.20723520001047,96.20723520001047,96.35909380001249,t,0.1347005999996327,None,96.20723520001047,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
15,35,13,9,1,64,1,96.37372130001313,,96.35993740000413,96.37372130001313,97.3737625000067,97.3737625000067,97.67634420000832,l,0.2878934000036679,None,97.3737625000067,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
27,50,21,9,2,65,2,97.68985980001162,,97.67737680001301,97.68985980001162,98.69001049999497,98.69001049999497,99.54233130000648,t,0.839785899996059,None,98.69001049999497,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
67,75,119,9,3,66,5,99.55614210001659,,99.54330469999695,99.55614210001659,100.55610449999222,100.55610449999222,100.8077934999892,l,0.23462910001398996,None,100.55610449999222,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
49,60,89,9,4,67,4,100.82262230000924,,100.80864639999345,100.82262230000924,101.82252740001422,101.82252740001422,102.07613580001635,l,0.24929619999602437,None,101.82252740001422,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
40,55,62,9,5,68,3,102.0888500000001,,102.07714269999997,102.0888500000001,103.08912019999116,103.08912019999116,103.57557720001205,t,0.4701838000037242,None,103.08912019999116,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
78,80,162,9,6,69,6,103.58850539999548,,103.57689960001153,103.58850539999548,104.58879780001007,104.58879780001007,105.40708559998893,t,0.8096748999960255,None,104.58879780001007,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
78,80,162,10,0,70,6,105.42181090000668,,105.40823940001428,105.42181090000668,106.42162129998906,106.42162129998906,106.90702499999315,l,0.48118659999454394,None,106.42162129998906,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
49,60,89,10,1,71,4,106.92124540000805,,106.90793590000249,106.92124540000805,107.92133559999638,107.92133559999638,109.94062909999047,l,2.0146683000202756,None,107.92133559999638,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
40,55,62,10,2,72,3,109.95384440000635,,109.94234380000853,109.95384440000635,110.95348009999725,110.95348009999725,111.07144020000123,t,0.11200190000818111,None,110.95348009999725,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
11,30,7,10,3,73,0,111.08690080000088,,111.07229300000472,111.08690080000088,112.08722290000878,112.08722290000878,112.47140740000759,t,0.37428089999593794,None,112.08722290000878,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
27,50,21,10,4,74,2,112.48633580000023,,112.4722705000022,112.48633580000023,113.48678959999233,113.48678959999233,114.22258800000418,t,0.7301986999809742,None,113.48678959999233,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
67,75,119,10,5,75,5,114.23627230001148,,114.22379670001101,114.23627230001148,115.23645419999957,115.23645419999957,115.62244680000003,l,0.38080519999493845,None,115.23645419999957,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
15,35,13,10,6,76,1,115.63597689999733,,115.62358000001404,115.63597689999733,116.63627389998874,116.63627389998874,117.12120029999642,l,0.47873480000998825,None,116.63627389998874,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
40,55,62,11,0,77,3,117.13562630000524,,117.12220220000017,117.13562630000524,118.13562469999306,118.13562469999306,118.5055691000016,t,0.3677218000229914,None,118.13562469999306,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
11,30,7,11,1,78,0,118.51865869999165,,118.50654100000975,118.51865869999165,119.51919059999636,119.51919059999636,119.68898760000593,t,0.1551445000222884,None,119.51919059999636,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
49,60,89,11,2,79,4,119.70184759999393,,119.68995379999978,119.70184759999393,120.70173619998968,120.70173619998968,120.83843979999074,t,0.12317819998133928,None,120.70173619998968,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
78,80,162,11,3,80,6,120.85164609999629,,120.83958619998884,120.85164609999629,121.85174240000197,121.85174240000197,122.05488330000662,l,0.18951570001081564,None,121.85174240000197,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
27,50,21,11,4,81,2,122.06807989999652,,122.05643039999995,122.06807989999652,123.06818570001633,123.06818570001633,123.32111019999138,t,0.24873039999511093,None,123.06818570001633,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
67,75,119,11,5,82,5,123.3344228999922,,123.32211370000732,123.3344228999922,124.33456250000745,124.33456250000745,124.38784350000788,t,0.04869099997449666,None,124.33456250000745,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
15,35,13,11,6,83,1,124.40085060001002,,124.38903809999465,124.40085060001002,125.40089829999488,125.40089829999488,125.70314070000313,l,0.28615430000354536,None,125.40089829999488,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
78,80,162,12,0,84,6,125.71742960001575,,125.70403769999393,125.71742960001575,126.71754250000231,126.71754250000231,127.0192706999951,t,0.29576219999580644,None,126.71754250000231,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
67,75,119,12,1,85,5,127.03350079999655,,127.02005409999401,127.03350079999655,128.03368079999927,128.03368079999927,128.3862926000147,l,0.33485069999005646,None,128.03368079999927,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
49,60,89,12,2,86,4,128.40012780000689,,128.38796670001466,128.40012780000689,129.3996662000136,129.3996662000136,129.6184281000169,t,0.21359559998381883,None,129.3996662000136,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
40,55,62,12,3,87,3,129.63305219999165,,129.61930729998858,129.63305219999165,130.63319170000614,130.63319170000614,130.88533879999886,l,0.24692740000318736,None,130.63319170000614,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
11,30,7,12,4,88,0,130.8991958000115,,130.88616930000717,130.8991958000115,131.89947100001154,131.89947100001154,131.95267269999022,l,0.04103860000032,None,131.89947100001154,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
15,35,13,12,5,89,1,131.96578689999296,,131.95409559999825,131.96578689999296,132.9660361999995,132.9660361999995,133.1020039000141,l,0.13190499998745508,None,132.9660361999995,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
27,50,21,12,6,90,2,133.11563400001614,,133.10369859999628,133.11563400001614,134.11577179998858,134.11577179998858,134.4676066999964,t,0.34191819999250583,None,134.11577179998858,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
27,50,21,13,0,91,2,134.4825039000134,,134.46850829999312,134.4825039000134,135.48171809999621,135.48171809999621,135.6181184000161,l,0.12327590002678335,None,135.48171809999621,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
40,55,62,13,1,92,3,135.63186729999143,,135.61908460000996,135.63186729999143,136.63196150001022,136.63196150001022,136.71714240001165,l,0.07418509997660294,None,136.63196150001022,437829,001,2024-11-18_11h17.35.035,Delay Discounting Task,2024.1.5,None,2024-11-18 11h17.40.218195 +0530,
