reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
15,35,13,12,0,84,1,129.47463090001838,,129.46149340001284,129.47463090001838,130.47479170002043,130.47479170002043,130.47479170002043,131.14287810001406,l,0.6514147999987472,None,135643,001,2024-11-18_11h22.07.708,Delay Discounting Task,2024.1.5,None,2024-11-18 11h22.13.585191 +0530,
78,80,162,12,1,85,6,131.1577628000232,,131.14365610000095,131.1577628000232,132.15757589999703,132.15757589999703,132.15757589999703,133.00978260001284,l,0.8444931999838445,None,135643,001,2024-11-18_11h22.07.708,Delay Discounting Task,2024.1.5,None,2024-11-18 11h22.13.585191 +0530,
27,50,21,12,2,86,2,133.02397070001462,,133.01062290000846,133.02397070001462,134.02396390002104,134.02396390002104,134.02396390002104,134.16072280000662,l,0.1306971000158228,None,135643,001,2024-11-18_11h22.07.708,Delay Discounting Task,2024.1.5,None,2024-11-18 11h22.13.585191 +0530,
49,60,89,12,3,87,4,134.17378010001266,,134.16209009999875,134.17378010001266,135.1732944000105,135.1732944000105,135.1732944000105,136.29057950002607,t,1.1155747000011615,None,135643,001,2024-11-18_11h22.07.708,Delay Discounting Task,2024.1.5,None,2024-11-18 11h22.13.585191 +0530,
40,55,62,12,4,88,3,136.30644820001908,,136.2910446000169,136.30644820001908,137.2899189000018,137.2899189000018,137.30659270001343,137.7924055000185,t,0.48806709999917075,None,135643,001,2024-11-18_11h22.07.708,Delay Discounting Task,2024.1.5,None,2024-11-18 11h22.13.585191 +0530,
11,30,7,12,5,89,0,137.80624950001948,,137.79360920001636,137.80624950001948,138.80600969999796,138.80600969999796,138.80600969999796,139.3261715999979,l,0.5089218000066467,None,135643,001,2024-11-18_11h22.07.708,Delay Discounting Task,2024.1.5,None,2024-11-18 11h22.13.585191 +0530,
67,75,119,12,6,90,5,139.33910620000097,,139.32733359999838,139.33910620000097,140.33931720000692,140.33931720000692,140.33931720000692,140.7078755000257,t,0.3644607000169344,None,135643,001,2024-11-18_11h22.07.708,Delay Discounting Task,2024.1.5,None,2024-11-18 11h22.13.585191 +0530,
78,80,162,13,0,91,6,140.7222774999973,,140.70857800001977,140.7222774999973,141.72235370002454,141.72235370002454,141.72235370002454,141.97454310001922,l,0.24301500001456589,None,135643,001,2024-11-18_11h22.07.708,Delay Discounting Task,2024.1.5,None,2024-11-18 11h22.13.585191 +0530,
15,35,13,13,1,92,1,141.9884810000076,,141.9758523000055,141.9884810000076,142.98830420000013,142.98830420000013,142.98830420000013,143.1900896000152,l,0.19037029999890365,None,135643,001,2024-11-18_11h22.07.708,Delay Discounting Task,2024.1.5,None,2024-11-18 11h22.13.585191 +0530,
67,75,119,13,2,93,5,143.20503790001385,,143.1906455999997,143.20503790001385,144.20509709999897,144.20509709999897,144.20509709999897,144.23916540000937,t,0.027929400006541982,None,135643,001,2024-11-18_11h22.07.708,Delay Discounting Task,2024.1.5,None,2024-11-18 11h22.13.585191 +0530,
27,50,21,13,3,94,2,144.2548974000092,,144.23958429999766,144.2548974000092,145.25516100000823,145.25516100000823,145.25516100000823,145.47315520001575,t,0.2148901000036858,None,135643,001,2024-11-18_11h22.07.708,Delay Discounting Task,2024.1.5,None,2024-11-18 11h22.13.585191 +0530,
40,55,62,13,4,95,3,145.48770030000014,,145.4737372000236,145.48770030000014,146.48771690001013,146.48771690001013,146.48771690001013,146.95564490000834,l,0.4637667999777477,None,135643,001,2024-11-18_11h22.07.708,Delay Discounting Task,2024.1.5,None,2024-11-18 11h22.13.585191 +0530,
49,60,89,13,5,96,4,146.9711334000167,,146.95620040001813,146.9711334000167,147.9706950999971,147.9706950999971,147.9706950999971,148.7074778000242,t,0.7321370000136085,None,135643,001,2024-11-18_11h22.07.708,Delay Discounting Task,2024.1.5,None,2024-11-18 11h22.13.585191 +0530,
11,30,7,13,6,97,0,148.72058160000597,,148.70869430000312,148.72058160000597,149.72063970001182,149.72063970001182,149.72063970001182,151.55737190000946,t,1.8325005999940913,None,135643,001,2024-11-18_11h22.07.708,Delay Discounting Task,2024.1.5,None,2024-11-18 11h22.13.585191 +0530,
