reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
49,60,89,0,0,0,4,0.12593660000129603,,0.01033129999996163,0.12593660000129603,0.9996056999952998,0.9996056999952998,1.132708899996942,3.767951499990886,l,2.7616502000018954,None,973762,001,2024-11-18_11h15.00.697,Delay Discounting Task,2024.1.5,None,2024-11-18 11h15.05.978770 +0530,
11,30,7,0,1,1,0,3.783773699979065,,3.769407499989029,3.783773699979065,4.782268299983116,4.782268299983116,4.798937999992631,4.90194809998502,t,0.10103250000975095,None,973762,001,2024-11-18_11h15.00.697,Delay Discounting Task,2024.1.5,None,2024-11-18 11h15.05.978770 +0530,
67,75,119,0,2,2,5,4.915254999999888,,4.903171199985081,4.915254999999888,5.915370200003963,5.915370200003963,5.915370200003963,6.217230299982475,l,0.29613650002283975,None,973762,001,2024-11-18_11h15.00.697,Delay Discounting Task,2024.1.5,None,2024-11-18 11h15.05.978770 +0530,
27,50,21,0,3,3,2,6.231591299991123,,6.218118899996625,6.231591299991123,7.231621199985966,7.231621199985966,7.231621199985966,7.45036099999561,l,0.20505499999853782,None,973762,001,2024-11-18_11h15.00.697,Delay Discounting Task,2024.1.5,None,2024-11-18 11h15.05.978770 +0530,
78,80,162,0,4,4,6,7.464623599982588,,7.451443500001915,7.464623599982588,8.46488389998558,8.46488389998558,8.46488389998558,8.750325100001646,l,0.278816599980928,None,973762,001,2024-11-18_11h15.00.697,Delay Discounting Task,2024.1.5,None,2024-11-18 11h15.05.978770 +0530,
40,55,62,0,5,5,3,8.764325900003314,,8.751181599975098,8.764325900003314,9.764601000002585,9.764601000002585,9.764601000002585,9.96732319999137,t,0.1846646000049077,None,973762,001,2024-11-18_11h15.00.697,Delay Discounting Task,2024.1.5,None,2024-11-18 11h15.05.978770 +0530,
15,35,13,0,6,6,1,9.980781499994919,,9.968449599982705,9.980781499994919,10.98107579999487,10.98107579999487,10.98107579999487,11.267662400001427,t,0.27171900001121685,None,973762,001,2024-11-18_11h15.00.697,Delay Discounting Task,2024.1.5,None,2024-11-18 11h15.05.978770 +0530,
11,30,7,1,0,7,0,11.280675999994855,,11.268684699985897,11.280675999994855,12.280834699980915,12.280834699980915,12.280834699980915,12.383402099978412,l,0.09057519998168573,None,973762,001,2024-11-18_11h15.00.697,Delay Discounting Task,2024.1.5,None,2024-11-18 11h15.05.978770 +0530,
49,60,89,1,1,8,4,12.396929699985776,,12.384376899979543,12.396929699985776,13.397146899980726,13.397146899980726,13.397146899980726,13.732503299979726,l,0.3298882999806665,None,973762,001,2024-11-18_11h15.00.697,Delay Discounting Task,2024.1.5,None,2024-11-18 11h15.05.978770 +0530,
67,75,119,1,2,9,5,13.746656899980735,,13.73363609999069,13.746656899980735,14.746821699984139,14.746821699984139,14.746821699984139,15.18290220000199,t,0.42428420000942424,None,973762,001,2024-11-18_11h15.00.697,Delay Discounting Task,2024.1.5,None,2024-11-18 11h15.05.978770 +0530,
27,50,21,1,3,10,2,15.196459400001913,,15.183839699981036,15.196459400001913,16.19657709999592,16.19657709999592,16.19657709999592,16.78140629999689,t,0.5689784999995027,None,973762,001,2024-11-18_11h15.00.697,Delay Discounting Task,2024.1.5,None,2024-11-18 11h15.05.978770 +0530,
78,80,162,1,4,11,6,16.795817799982615,,16.78279689999181,16.795817799982615,17.796149399975548,17.796149399975548,17.796149399975548,18.01445619997685,t,0.21668700000736862,None,973762,001,2024-11-18_11h15.00.697,Delay Discounting Task,2024.1.5,None,2024-11-18 11h15.05.978770 +0530,
40,55,62,1,5,12,3,18.029068399977405,,18.015171399980318,18.029068399977405,19.029201899975305,19.029201899975305,19.029201899975305,19.231899899983546,l,0.19608660001540557,None,973762,001,2024-11-18_11h15.00.697,Delay Discounting Task,2024.1.5,None,2024-11-18 11h15.05.978770 +0530,
15,35,13,1,6,13,1,19.245459600002505,,19.233291699987603,19.245459600002505,20.24552599998424,20.24552599998424,20.24552599998424,20.997818000003463,l,0.7418650999898091,None,973762,001,2024-11-18_11h15.00.697,Delay Discounting Task,2024.1.5,None,2024-11-18 11h15.05.978770 +0530,
27,50,21,2,0,14,2,21.01186939998297,,20.998672199988505,21.01186939998297,22.012262599979294,22.012262599979294,22.012262599979294,23.464821399975335,l,1.4408592999971006,None,973762,001,2024-11-18_11h15.00.697,Delay Discounting Task,2024.1.5,None,2024-11-18 11h15.05.978770 +0530,
67,75,119,2,1,15,5,23.477906199987046,,23.466318599996157,23.477906199987046,24.47795669999323,24.47795669999323,24.47795669999323,25.86356589998468,t,1.37036200001603,None,973762,001,2024-11-18_11h15.00.697,Delay Discounting Task,2024.1.5,None,2024-11-18 11h15.05.978770 +0530,
78,80,162,2,2,16,6,25.87745959998574,,25.86446669997531,25.87745959998574,26.877623599983053,26.877623599983053,26.877623599983053,27.83041840000078,t,0.9381929999799468,None,973762,001,2024-11-18_11h15.00.697,Delay Discounting Task,2024.1.5,None,2024-11-18 11h15.05.978770 +0530,
49,60,89,2,3,17,4,27.843649699992966,,27.8316221999994,27.843649699992966,28.843932799994946,28.843932799994946,28.843932799994946,29.612315999984276,t,0.7545217000006232,None,973762,001,2024-11-18_11h15.00.697,Delay Discounting Task,2024.1.5,None,2024-11-18 11h15.05.978770 +0530,
40,55,62,2,4,18,3,29.62646989998757,,29.613355199981015,29.62646989998757,30.626471600000514,30.626471600000514,30.626471600000514,30.879202599986456,l,0.24960869998903945,None,973762,001,2024-11-18_11h15.00.697,Delay Discounting Task,2024.1.5,None,2024-11-18 11h15.05.978770 +0530,
15,35,13,2,5,19,1,30.893153699988034,,30.87998119997792,30.893153699988034,31.893039499991573,31.893039499991573,31.893039499991573,31.92864989998634,l,0.019913899974199012,None,973762,001,2024-11-18_11h15.00.697,Delay Discounting Task,2024.1.5,None,2024-11-18 11h15.05.978770 +0530,
11,30,7,2,6,20,0,31.942872099985834,,31.9295896999829,31.942872099985834,32.94287759999861,32.94287759999861,32.94287759999861,33.36226339999121,l,0.4039559999946505,None,973762,001,2024-11-18_11h15.00.697,Delay Discounting Task,2024.1.5,None,2024-11-18 11h15.05.978770 +0530,
40,55,62,3,0,21,3,33.37577819998842,,33.363201699976344,33.37577819998842,34.376161099993624,34.376161099993624,34.376161099993624,34.51276819998748,t,0.1330485999933444,None,973762,001,2024-11-18_11h15.00.697,Delay Discounting Task,2024.1.5,None,2024-11-18 11h15.05.978770 +0530,
49,60,89,3,1,22,4,34.525634099991294,,34.51373779997812,34.525634099991294,35.525522299984004,35.525522299984004,35.525522299984004,35.6441904999956,l,0.1023826000164263,None,973762,001,2024-11-18_11h15.00.697,Delay Discounting Task,2024.1.5,None,2024-11-18 11h15.05.978770 +0530,
67,75,119,3,2,23,5,35.658730600000126,,35.645044799981406,35.658730600000126,36.65902079999796,36.65902079999796,36.65902079999796,37.4613049000036,l,0.7939910000131931,None,973762,001,2024-11-18_11h15.00.697,Delay Discounting Task,2024.1.5,None,2024-11-18 11h15.05.978770 +0530,
11,30,7,3,3,24,0,37.47490040000412,,37.462424099998316,37.47490040000412,38.47497809998458,38.47497809998458,38.47497809998458,38.84593019998283,t,0.366268299985677,None,973762,001,2024-11-18_11h15.00.697,Delay Discounting Task,2024.1.5,None,2024-11-18 11h15.05.978770 +0530,
15,35,13,3,4,25,1,38.857967799995095,,38.84744199999841,38.857967799995095,39.85846829999355,39.85846829999355,39.85846829999355,40.276669099985156,l,0.4007733000034932,None,973762,001,2024-11-18_11h15.00.697,Delay Discounting Task,2024.1.5,None,2024-11-18 11h15.05.978770 +0530,
78,80,162,3,5,26,6,40.29111429999466,,40.27756919999956,40.29111429999466,41.290667599998415,41.290667599998415,41.290667599998415,41.810474600002635,t,0.510583700001007,None,973762,001,2024-11-18_11h15.00.697,Delay Discounting Task,2024.1.5,None,2024-11-18 11h15.05.978770 +0530,
