reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
40,55,62,1,3,10,3,12.519838500011247,,12.506122999999207,12.519838500011247,13.519954500021413,13.519954500021413,13.519954500021413,13.555215700005647,l,0.024616300011985004,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
78,80,162,1,4,11,6,13.56964670002344,,13.556036900001345,13.56964670002344,14.570192000013776,14.570192000013776,14.570192000013776,15.45456800001557,l,0.8678243999893311,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
67,75,119,1,5,12,5,15.469268200016813,,15.455351000011433,15.469268200016813,16.47020850001718,16.47020850001718,16.47020850001718,16.770562300021993,t,0.2940348999982234,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
11,30,7,1,6,13,0,16.78580630000215,,16.77117660001386,16.78580630000215,17.785832800000207,17.785832800000207,17.785832800000207,18.037469000002602,l,0.24320369999622926,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
40,55,62,2,0,14,3,18.05196860001888,,18.0382990000071,18.05196860001888,19.052300300012575,19.052300300012575,19.052300300012575,19.60443900001701,l,0.5370634999999311,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
78,80,162,2,1,15,6,19.618497400020715,,19.605331300001126,19.618497400020715,20.619007900008,20.619007900008,20.619007900008,20.888112500018906,l,0.26388030001544394,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
67,75,119,2,2,16,5,20.901345400023274,,20.888947400002507,20.901345400023274,21.90191520002554,21.90191520002554,21.90191520002554,22.437323200021638,t,0.5304999999934807,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
11,30,7,2,3,17,0,22.450904600002104,,22.43804760000785,22.450904600002104,23.452200200001244,23.452200200001244,23.452200200001244,23.58540010001161,t,0.12247699999716133,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
15,35,13,2,4,18,1,23.601124800014077,,23.585963000019547,23.601124800014077,24.58488610002678,24.58488610002678,24.601570900005754,24.70412170002237,t,0.10559240001020953,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
49,60,89,2,5,19,4,24.717358499998227,,24.705053800018504,24.717358499998227,25.717918700014707,25.717918700014707,25.717918700014707,26.102313800016418,l,0.37208810000447556,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
27,50,21,2,6,20,2,26.117297200020403,,26.10307380001177,26.117297200020403,27.117402000003494,27.117402000003494,27.117402000003494,27.41868990001967,l,0.2874868999933824,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
49,60,89,3,0,21,4,27.43352489999961,,27.4193783000228,27.43352489999961,28.416770300013013,28.416770300013013,28.434075700002722,28.818770400015637,t,0.3918493000091985,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
40,55,62,3,1,22,3,28.833071300003212,,28.819690200005425,28.833071300003212,29.833535500016296,29.833535500016296,29.833535500016296,29.918693800020264,t,0.08239160000812262,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
15,35,13,3,2,23,1,29.932927600020776,,29.91940600000089,29.932927600020776,30.93279000002076,30.93279000002076,30.93279000002076,31.200679300003685,t,0.26442570000654086,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
11,30,7,3,3,24,0,31.2158753000258,,31.201357600017218,31.2158753000258,32.21488060001866,32.21488060001866,32.231324200023664,32.46797370002605,t,0.235700099990936,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
78,80,162,3,4,25,6,32.48269450000953,,32.46876070002327,32.48269450000953,33.48231000002124,33.48231000002124,33.48231000002124,33.56694520000019,l,0.0751581999938935,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
67,75,119,3,5,26,5,33.58210650002002,,33.56728680001106,33.58210650002002,34.56620760000078,34.56620760000078,34.58196680000401,35.084482100006426,l,0.5164415999897756,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
27,50,21,3,6,27,2,35.098423500021454,,35.085219600005075,35.098423500021454,36.09898520002025,36.09898520002025,36.09898520002025,36.517024700006004,l,0.40370589998201467,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
67,75,119,4,0,28,5,36.5316174000036,,36.5179243000166,36.5316174000036,37.53193810000084,37.53193810000084,37.53193810000084,37.535002900025574,l,0.0014559999981429428,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
49,60,89,4,1,29,4,37.54780120000942,,37.53567340000882,37.54780120000942,38.54783770002541,38.54783770002541,38.54783770002541,38.566195200022776,t,0.015298099984647706,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
27,50,21,4,2,30,2,38.58079690000159,,38.566824500012444,38.58079690000159,39.58102230000077,39.58102230000077,39.58102230000077,40.04970810000668,t,0.45292199999676086,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
11,30,7,4,3,31,0,40.0641203999985,,40.05115470002056,40.0641203999985,41.06428500000038,41.06428500000038,41.06428500000038,41.30008290000842,l,0.23009719999390654,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
15,35,13,4,4,32,1,41.31344440000248,,41.3009841000021,41.31344440000248,42.314778200001456,42.314778200001456,42.314778200001456,42.4651625000115,t,0.13290510000661016,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
78,80,162,4,5,33,6,42.480849300016416,,42.46574730001157,42.480849300016416,43.480792100017425,43.480792100017425,43.480792100017425,43.548748400004115,t,0.05913839998538606,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
40,55,62,4,6,34,3,43.563332500023535,,43.54948910002713,43.563332500023535,44.563782600016566,44.563782600016566,44.563782600016566,44.648357800004305,l,0.07812240000930615,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
40,55,62,5,0,35,3,44.66333060001489,,44.649135900021065,44.66333060001489,45.664059200003976,45.664059200003976,45.664059200003976,45.853879800008144,t,0.18096309999236837,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
78,80,162,5,1,36,6,45.878712300007464,,45.857159000006504,45.878712300007464,46.863173100020504,46.863173100020504,46.88300120001077,47.16334100000677,t,0.2845637999998871,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
49,60,89,5,2,37,4,47.18016680001165,,47.16392600000836,47.18016680001165,48.16391850000946,48.16391850000946,48.180511900020065,48.39865890002693,t,0.23228860000381246,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
27,50,21,5,3,38,2,48.41235520000919,,48.399494600016624,48.41235520000919,49.41237080001156,49.41237080001156,49.41237080001156,49.531758800003445,t,0.11460339999757707,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
11,30,7,5,4,39,0,49.545186000003014,,49.53257020001183,49.545186000003014,50.54576810001163,50.54576810001163,50.54576810001163,50.84770710000885,l,0.2958319000026677,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
67,75,119,5,5,40,5,50.862096400000155,,50.848486800008686,50.862096400000155,51.86233840000932,51.86233840000932,51.86233840000932,52.2464878000028,t,0.3702206000161823,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
15,35,13,5,6,41,1,52.26167440001154,,52.247196100011934,52.26167440001154,53.26160240001627,53.26160240001627,53.26160240001627,53.563373400014825,t,0.2950208999973256,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
49,60,89,6,0,42,4,53.58002670001588,,53.56415780002135,53.58002670001588,54.57794909999939,54.57794909999939,54.59456540000974,54.596092400024645,l,0.011268800008110702,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
27,50,21,6,1,43,2,54.61084080001456,,54.596775300015,54.61084080001456,55.61242560000392,55.61242560000392,55.61242560000392,56.34812680000323,t,0.7262898000190035,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
67,75,119,6,2,44,5,56.360556800005725,,56.3488839000056,56.360556800005725,57.360769400023855,57.360769400023855,57.360769400023855,57.89551860000938,t,0.5241636999999173,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
15,35,13,6,3,45,1,57.9102419000119,,57.89622510000481,57.9102419000119,58.91067860001931,58.91067860001931,58.91067860001931,59.21372460000566,t,0.2955412000010256,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
78,80,162,6,4,46,6,59.22692760001519,,59.214573400007794,59.22692760001519,60.22705700001097,60.22705700001097,60.22705700001097,61.711361500027124,t,1.4766124000016134,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
11,30,7,6,5,47,0,61.72622580002644,,61.7121724000026,61.72622580002644,62.726445600012084,62.726445600012084,62.726445600012084,63.52851430000737,l,0.7965363999828696,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
40,55,62,6,6,48,3,63.54226090002339,,63.52933109999867,63.54226090002339,64.54284350000671,64.54284350000671,64.54284350000671,64.64424160000635,l,0.08660799998324364,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
67,75,119,7,0,49,5,64.65889630001038,,64.64531140000327,64.65889630001038,65.65984670000034,65.65984670000034,65.65984670000034,65.96081840002444,t,0.29191140001057647,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
15,35,13,7,1,50,1,65.9752236000204,,65.96142190002138,65.9752236000204,66.97584500000812,66.97584500000812,66.97584500000812,67.59328260002076,l,0.602547999995295,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
49,60,89,7,2,51,4,67.60839220002526,,67.5939852000156,67.60839220002526,68.60878260000027,68.60878260000027,68.60878260000027,68.75962430000072,t,0.13502690001041628,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
78,80,162,7,3,52,6,68.77483200002462,,68.76045830000658,68.77483200002462,69.77510540001094,69.77510540001094,69.77510540001094,71.02730770001654,l,1.2502969999914058,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
27,50,21,7,4,53,2,71.04088450002018,,71.02812430000631,71.04088450002018,72.04105460000574,72.04105460000574,72.04105460000574,72.56115460000001,t,0.5122687999974005,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
11,30,7,7,5,54,0,72.57397820000187,,72.5621422000113,72.57397820000187,73.57480420000502,73.57480420000502,73.57480420000502,73.84134250000352,l,0.25153720000525936,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
40,55,62,7,6,55,3,73.85679720001644,,73.84189370000968,73.85679720001644,74.8407342999999,74.8407342999999,74.85699690002366,75.22617170002195,l,0.3793948999955319,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
27,50,21,8,0,56,2,75.23962710000342,,75.22704730002442,75.23962710000342,76.24082240002463,76.24082240002463,76.24082240002463,76.61296460000449,t,0.3595389999973122,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
78,80,162,8,1,57,6,76.62288390001049,,76.61342710000463,76.62288390001049,77.62379370001145,77.62379370001145,77.62379370001145,77.74363060001633,t,0.11350890001631342,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
49,60,89,8,2,58,4,77.75605560000986,,77.74462390001281,77.75605560000986,78.75703330000397,78.75703330000397,78.75703330000397,79.89088990000891,l,1.1172331999987364,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
11,30,7,8,3,59,0,79.9055230000231,,79.89173460000893,79.9055230000231,80.90687360000447,80.90687360000447,80.90687360000447,81.45754730000044,t,0.5388161999871954,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
67,75,119,8,4,60,5,81.47181880002609,,81.45825100000366,81.47181880002609,82.4724687000271,82.4724687000271,82.4724687000271,82.7589385000174,l,0.27597899999818765,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
40,55,62,8,5,61,3,82.7778087000188,,82.75981470002444,82.7778087000188,83.77156730002025,83.77156730002025,83.79950660001487,84.24083780002547,t,0.46573840000201017,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
15,35,13,8,6,62,1,84.25461640002322,,84.24158950001583,84.25461640002322,85.25511160001042,85.25511160001042,85.25511160001042,86.19040150000365,l,0.9266592000203673,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
78,80,162,9,0,63,6,86.2045278000005,,86.19117840001127,86.2045278000005,87.20473070000298,87.20473070000298,87.20473070000298,89.00597820000257,l,1.7957928999967407,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
40,55,62,9,1,64,3,89.02027480001561,,89.00674350000918,89.02027480001561,90.02095240002382,90.02095240002382,90.02095240002382,90.37181599999894,t,0.34421650000149384,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
49,60,89,9,2,65,4,90.38669110002229,,90.37253490000148,90.38669110002229,91.38752660001046,91.38752660001046,91.38752660001046,91.88893330001156,t,0.49577579999458976,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
15,35,13,9,3,66,1,91.90319580002688,,91.88974620000226,91.90319580002688,92.90349520000746,92.90349520000746,92.90349520000746,93.47195700000157,t,0.5664454000070691,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
11,30,7,9,4,67,0,93.48603980001644,,93.47264390002238,93.48603980001644,94.48633610000252,94.48633610000252,94.48633610000252,94.92065920002642,l,0.42673519998788834,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
27,50,21,9,5,68,2,94.93792419999954,,94.92156020001858,94.93792419999954,95.93644850002602,95.93644850002602,95.95261649999884,96.10464400000637,l,0.15999429998919368,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
67,75,119,9,6,69,5,96.11880690001999,,96.10550120001426,96.11880690001999,97.11900230002357,97.11900230002357,97.11900230002357,97.68747699999949,l,0.5612209999817424,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
78,80,162,10,0,70,6,97.70180930002243,,97.68827189999865,97.70180930002243,98.70239489999949,98.70239489999949,98.70239489999949,99.02029030001722,t,0.30117030002293177,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
11,30,7,10,1,71,0,99.03498320002109,,99.02108830001089,99.03498320002109,100.03599290002603,100.03599290002603,100.03599290002603,100.72100140000111,l,0.6802551000146195,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
27,50,21,10,2,72,2,100.73444490000838,,100.7217559000128,100.73444490000838,101.73505060002208,101.73505060002208,101.73505060002208,102.23608510001213,t,0.4920388000027742,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
67,75,119,10,3,73,5,102.25082570000086,,102.23678110001492,102.25082570000086,103.2346790000156,103.2346790000156,103.25116280000657,103.70337480001035,t,0.46085870001115836,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
15,35,13,10,4,74,1,103.71714200000861,,103.7042031000019,103.71714200000861,104.7178786000004,104.7178786000004,104.7178786000004,105.55332110001473,t,0.8314403000113089,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
49,60,89,10,5,75,4,105.5668153000006,,105.5540790000232,105.5668153000006,106.56752440001583,106.56752440001583,106.56752440001583,107.58528160001151,t,1.0146288000105415,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
40,55,62,10,6,76,3,107.59961330000078,,107.5859551000176,107.59961330000078,108.5999584000092,108.5999584000092,108.5999584000092,109.9019549000077,t,1.287963899987517,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
78,80,162,11,0,77,6,109.91588220000267,,109.9028700000199,109.91588220000267,110.91690670000389,110.91690670000389,110.91690670000389,111.54982340001152,l,0.6162436000013258,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
27,50,21,11,1,78,2,111.56551559999934,,111.5502938000136,111.56551559999934,112.54887110000709,112.54887110000709,112.56713260000106,112.80244520000997,l,0.2512953999976162,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
67,75,119,11,2,79,5,112.81542560001253,,112.80318450002233,112.81542560001253,113.81578450000961,113.81578450000961,113.81578450000961,114.8520647000114,t,1.0325205999833997,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
40,55,62,11,3,80,3,114.86477450001985,,114.85310490001575,114.86477450001985,115.865277600009,115.865277600009,115.865277600009,116.3502306000155,t,0.468573699996341,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
15,35,13,11,4,81,1,116.36446640000213,,116.35094600002049,116.36446640000213,117.36510570000974,117.36510570000974,117.36510570000974,117.83322749999934,l,0.4588235999981407,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
49,60,89,11,5,82,4,117.84748100000434,,117.83408430000418,117.84748100000434,118.84856700000819,118.84856700000819,118.84856700000819,118.9654854000255,l,0.1022534999938216,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
11,30,7,11,6,83,0,118.98068390000844,,118.96620550000807,118.98068390000844,119.98070020001614,119.98070020001614,119.98070020001614,120.33234570000786,l,0.33603520001634024,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
27,50,21,12,0,84,2,120.34699730001739,,120.3331404000055,120.34699730001739,121.34733990000677,121.34733990000677,121.34733990000677,123.04761120001785,t,1.6907246999908239,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
11,30,7,12,1,85,0,123.06308630001149,,123.04824090001057,123.06308630001149,124.04667770001106,124.04667770001106,124.06360030002543,124.46487320002052,l,0.403814900026191,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
40,55,62,12,2,86,3,124.4798737000092,,124.4656039000256,124.4798737000092,125.4795565000095,125.4795565000095,125.4795565000095,126.79795030000969,t,1.3070044000050984,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
67,75,119,12,3,87,5,126.81226350000361,,126.79872430002433,126.81226350000361,127.8126361000177,127.8126361000177,127.8126361000177,128.1820302999986,l,0.35601700001279823,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
49,60,89,12,4,88,4,128.19583890002104,,128.18296910001663,128.19583890002104,129.1950370000268,129.1950370000268,129.1950370000268,130.4473738000088,t,1.239082200016128,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
15,35,13,12,5,89,1,130.46158670002478,,130.44824250001693,130.46158670002478,131.4616984000022,131.4616984000022,131.4616984000022,132.16415029999916,t,0.6960340999939945,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
78,80,162,12,6,90,6,132.17773190001026,,132.16503380000358,132.17773190001026,133.17783440000494,133.17783440000494,133.17783440000494,134.18134300000384,t,0.9966848000185564,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
49,60,89,13,0,91,4,134.19417420000536,,134.1822212000261,134.19417420000536,135.19424230000004,135.19424230000004,135.19424230000004,135.61240410001483,t,0.4114821999974083,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
11,30,7,13,1,92,0,135.62736770001356,,135.61310110002523,135.62736770001356,136.62789600001997,136.62789600001997,136.62789600001997,137.29742360001546,t,0.6523330000054557,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
15,35,13,13,2,93,1,137.31020830001216,,137.2985241000133,137.31020830001216,138.31063790002372,138.31063790002372,138.31063790002372,138.6638625000196,t,0.3513392000168096,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
40,55,62,13,3,94,3,138.67622090000077,,138.66470950000803,138.67622090000077,139.676838400017,139.676838400017,139.676838400017,140.11261510002078,t,0.4294503999990411,None,062550,001,2024-11-18_11h10.01.041,Delay Discounting Task,2024.1.5,None,2024-11-18 11h10.08.238099 +0530,
